Dc_Dist,Psa,Dispatch_Date_Time,Dispatch_Date,Dispatch_Time,Hour,Dc_Key,Location_Block,UCR_General,Text_General_Code,Police_Districts,Month,Lon,Lat,Zipcode
12,1,6/30/2015 10:39,6/30/2015,10:39:00,10,2.02E+11,8200 BLOCK BARTRAM AVE,700,Recovered Stolen Motor Vehicle,9,2015-06,-75.239442,39.893538,19153
12,2,8/29/2015 12:38,8/29/2015,12:38:00,12,2.02E+11,2100 BLOCK S SIMPSON ST,1400,Vandalism/Criminal Mischief,9,2015-08,-75.234163,39.926351,19142
17,3,12/25/2015 10:01,12/25/2015,10:01:00,10,2.02E+11,1200 BLOCK S 24TH ST,700,Thefts,13,2015-12,-75.183522,39.937854,19146
15,1,11/13/2015 13:14,11/13/2015,13:14:00,13,2.02E+11,4500 BLOCK TORRESDALE AVE,700,Recovered Stolen Motor Vehicle,11,2015-11,-75.080897,40.009765,19124
18,3,10/30/2015 19:02,10/30/2015,19:02:00,19,2.02E+11,4600 BLOCK OSAGE AV,1400,Vandalism/Criminal Mischief,14,2015-10,-75.2161,39.951548,19143
18,3,1/18/2015 18:15,1/18/2015,18:15:00,18,2.02E+11,4300 BLOCK MARKET ST,600,Thefts,14,2015-01,-75.20837,39.957912,19104
24,2,11/21/2015 15:19,11/21/2015,15:19:00,15,2.02E+11,1800 BLOCK E ALLEGHENY AVALLEGHENY AV,600,Thefts,17,2015-11,-75.113358,39.996526,19134
22,1,5/26/2015 19:27,5/26/2015,19:27:00,19,2.02E+11,1900 BLOCK N 12TH ST,1800,Narcotic / Drug Law Violations,16,2015-05,-75.153547,39.981249,19122
24,2,11/16/2015 10:21,11/16/2015,10:21:00,10,2.02E+11,100 BLOCK E INDIANA ST,1400,Vandalism/Criminal Mischief,17,2015-11,-75.129915,39.995418,19134
14,3,11/18/2015 12:08,11/18/2015,12:08:00,12,2.02E+11,7100 BLOCK CRESHEIM RD,600,Thefts,10,2015-11,-75.19365,40.05709,19119
25,4,5/18/2015 11:32,5/18/2015,11:32:00,11,2.02E+11,2700 BLOCK GERMANTOWN AVE,600,Thefts,18,2015-05,-75.147841,39.993478,19133
19,2,10/24/2015 21:14,10/24/2015,21:14:00,21,2.02E+11,5600 BLOCK WYALUSING AVE,2100,Driving Under The Influence,15,2015-10,-75.232246,39.968786,19131
3,3,5/26/2015 11:13,5/26/2015,11:13:00,11,2.02E+11,1100 BLOCK WINTON ST,1400,Vandalism/Criminal Mischief,3,2015-05,-75.164813,39.922993,19148
35,2,8/23/2015 20:56,8/23/2015,20:56:00,20,2.02E+11,4500 BLOCK N CARLISLE ST,300,Robbery,20,2015-08,-75.149443,40.021879,19140
26,2,1/11/2015 12:21,1/11/2015,12:21:00,12,2.02E+11,1400 BLOCK N 02ND ST,2100,Driving Under The Influence,19,2015-01,-75.138817,39.973218,19122
15,2,9/19/2015 12:19,9/19/2015,12:19:00,12,2.02E+11,4900 BLOCK GRISCOM ST,300,Robbery,11,2015-09,-75.069698,40.014677,19124
15,2,1/29/2015 20:47,1/29/2015,20:47:00,20,2.02E+11,4300 BLOCK DEVEREAUX AVE,700,Recovered Stolen Motor Vehicle,11,2015-01,-75.059343,40.023619,19135
14,3,11/14/2015 8:52,11/14/2015,8:52:00,8,2.02E+11,200 BLOCK W MOUNT PLEASANT AV,1400,Vandalism/Criminal Mischief,10,2015-11,-75.192762,40.055398,19119
19,3,1/11/2015 11:27,1/11/2015,11:27:00,11,2.02E+11,4100 BLOCK MONUMENT RD,600,Thefts,15,2015-01,-75.215276,40.001328,19131
39,1,9/13/2015 3:59,9/13/2015,3:59:00,3,2.02E+11,5400 BLOCK WISSAHICKON AV,600,Thefts,21,2015-09,-75.180799,40.024853,19144
24,1,5/12/2015 23:13,5/12/2015,23:13:00,23,2.02E+11,4200 BLOCK M ST,300,Robbery,17,2015-05,-75.100085,40.010567,19124
25,3,5/1/2015 12:57,5/1/2015,12:57:00,12,2.02E+11,3400 BLOCK RORER ST,700,Thefts,18,2015-05,-75.119409,40.001322,19134
39,2,9/5/2015 18:25,9/5/2015,18:25:00,18,2.02E+11,N BROAD ST / W ALLEGHENY AVE,1100,Fraud,18,2015-09,-75.152928,40.001602,19140
15,3,5/9/2015 3:10,5/9/2015,3:10:00,3,2.02E+11,3400 BLOCK RYAN AV,2100,Driving Under The Influence,11,2015-05,-75.042167,40.038754,19149
15,1,11/11/2015 22:17,11/11/2015,22:17:00,22,2.02E+11,1900 BLOCK PRATT ST,700,Recovered Stolen Motor Vehicle,11,2015-11,-75.073314,40.016588,19124
18,3,6/7/2015 14:23,6/7/2015,14:23:00,14,2.02E+11,3900 BLOCK WALNUT ST,600,Thefts,14,2015-06,-75.201869,39.954074,19104
25,3,8/13/2015 14:28,8/13/2015,14:28:00,14,2.02E+11,2900 BLOCK WATERLOO ST,700,Recovered Stolen Motor Vehicle,18,2015-08,-75.131809,39.994209,19133
35,2,3/5/2015 4:56,3/5/2015,4:56:00,4,2.02E+11,500 BLOCK W ROCKLAND ST,600,Thefts,20,2015-03,-75.132879,40.025747,19120
14,2,10/4/2015 20:48,10/4/2015,20:48:00,20,2.02E+11,400 BLOCK E ASHMEAD ST,1400,Vandalism/Criminal Mischief,10,2015-10,-75.162693,40.035415,19144
6,2,4/4/2015 21:31,4/4/2015,21:31:00,21,2.02E+11,600 BLOCK MARKET ST,600,Thefts,5,2015-04,-75.151058,39.950778,19106
14,4,8/15/2015 5:15,8/15/2015,5:15:00,5,2.02E+11,8300 BLOCK FORREST AV,1400,Vandalism/Criminal Mischief,10,2015-08,-75.17543,40.076164,19150
35,3,9/8/2015 19:18,9/8/2015,19:18:00,19,2.02E+11,5900 BLOCK W CHAMPLOST AVE,400,Aggravated Assault,20,2015-09,-75.154413,40.045706,19138
14,1,8/13/2015 8:04,8/13/2015,8:04:00,8,2.02E+11,7500 BLOCK FAYETTE ST,1100,Fraud,10,2015-08,-75.159164,40.068953,19138
16,2,1/16/2015 3:49,1/16/2015,3:49:00,3,2.02E+11,1100 BLOCK N 42ND ST,2100,Driving Under The Influence,12,2015-01,-75.208818,39.97289,19104
2,2,4/20/2015 11:53,4/20/2015,11:53:00,11,2.02E+11,500 BLOCK E CHELTENHAM AV,1400,Vandalism/Criminal Mischief,2,2015-04,-75.104099,40.042839,19120
35,2,6/17/2015 3:01,6/17/2015,3:01:00,3,2.02E+11,4500 BLOCK N 17TH ST,1400,Vandalism/Criminal Mischief,20,2015-06,-75.153111,40.022997,19140
16,1,7/26/2015 9:38,7/26/2015,9:38:00,9,2.02E+11,3800 BLOCK ASPEN ST,1400,Vandalism/Criminal Mischief,12,2015-07,-75.198177,39.966764,19104
24,1,10/15/2015 0:55,10/15/2015,0:55:00,0,2.02E+11,3400 BLOCK KENSINGTON AVE,600,Thefts,17,2015-10,-75.10758,39.999628,19134
26,3,10/11/2015 17:13,10/11/2015,17:13:00,17,2.02E+11,2500 BLOCK E NORRIS ST,600,Thefts,19,2015-10,-75.126144,39.976042,19125
19,1,7/30/2015 22:09,7/30/2015,22:09:00,22,2.02E+11,6100 BLOCK CITY AV,600,Thefts,15,2015-07,-75.249212,39.990513,19131
12,4,9/20/2015 1:09,9/20/2015,1:09:00,1,2.02E+11,5600 BLOCK HADFIELD ST,1400,Vandalism/Criminal Mischief,9,2015-09,-75.232637,39.941827,19143
22,4,5/9/2015 5:46,5/9/2015,5:46:00,5,2.02E+11,1700 BLOCK N 33RD ST,600,Thefts,16,2015-05,-75.188311,39.982647,19121
5,3,12/29/2015 10:23,12/29/2015,10:23:00,10,2.02E+11,200 BLOCK PARKER ST,700,Thefts,4,2015-12,-75.230686,40.038591,19128
39,2,12/13/2015 23:51,12/13/2015,23:51:00,23,2.02E+11,3300 BLOCK N SMEDLEY ST,1400,Vandalism/Criminal Mischief,21,2015-12,-75.15644,40.004524,19140
39,3,5/4/2015 13:10,5/4/2015,13:10:00,13,2.02E+11,2800 BLOCK N LAMBERT ST,1400,Vandalism/Criminal Mischief,21,2015-05,-75.165021,39.99698,19132
14,1,8/6/2015 18:55,8/6/2015,18:55:00,18,2.02E+11,7100 BLOCK OGONTZ AV,700,Recovered Stolen Motor Vehicle,10,2015-08,-75.152398,40.063073,19138
22,1,8/28/2015 22:01,8/28/2015,22:01:00,22,2.02E+11,2000 BLOCK N BROAD ST,600,Thefts,16,2015-08,-75.156733,39.984405,19121
35,3,5/1/2015 6:21,5/1/2015,6:21:00,6,2.02E+11,6000 BLOCK N 19TH ST,1400,Vandalism/Criminal Mischief,20,2015-05,-75.151958,40.046276,19141
14,2,12/16/2015 16:20,12/16/2015,16:20:00,16,2.02E+11,500 BLOCK E CHELTEN AV,2100,Driving Under The Influence,10,2015-12,-75.16862,40.041705,19144
22,3,7/17/2015 9:21,7/17/2015,9:21:00,9,2.02E+11,1600 BLOCK W GIRARD AV,600,Thefts,16,2015-07,-75.162762,39.971853,19130
35,2,4/23/2015 7:43,4/23/2015,7:43:00,7,2.02E+11,4700 BLOCK N 15TH ST,1400,Vandalism/Criminal Mischief,20,2015-04,-75.149214,40.026052,19141
39,3,10/7/2015 2:50,10/7/2015,2:50:00,2,2.02E+11,2800 BLOCK N BAILEY ST,200,Rape,21,2015-10,-75.174056,39.998325,19132
26,2,12/26/2015 16:56,12/26/2015,16:56:00,16,2.02E+11,200 BLOCK POPLAR ST,600,Thefts,19,2015-12,-75.140706,39.964189,19123
24,3,10/18/2015 20:46,10/18/2015,20:46:00,20,2.02E+11,3000 BLOCK CASTOR AVE,700,Thefts,17,2015-10,-75.085095,39.983848,19137
24,2,11/10/2015 21:36,11/10/2015,21:36:00,21,2.02E+11,2800 BLOCK ROSEHILL ST,1800,Narcotic / Drug Law Violations,17,2015-11,-75.125281,39.991845,19134
19,2,5/30/2015 12:11,5/30/2015,12:11:00,12,2.02E+11,5200 BLOCK MARKET ST,1800,Narcotic / Drug Law Violations,15,2015-05,-75.224902,39.960061,19139
22,4,6/15/2015 18:52,6/15/2015,18:52:00,18,2.02E+11,2400 BLOCK CECIL B MOORE AVE,500,Burglary,16,2015-06,-75.175413,39.980913,19121
15,3,12/1/2015 19:38,12/1/2015,19:38:00,19,2.02E+11,3500 BLOCK TUDOR ST,600,Thefts,11,2015-12,-75.03933,40.038024,19136
15,2,11/29/2015 1:03,11/29/2015,1:03:00,1,2.02E+11,5400 BLOCK MONTAGUE ST,700,Recovered Stolen Motor Vehicle,11,2015-11,-75.069123,40.01947,19124
39,2,8/16/2015 8:30,8/16/2015,8:30:00,8,2.02E+11,1900 BLOCK W AIRDRIE ST,500,Burglary,21,2015-08,-75.159344,40.010985,19140
19,2,3/28/2015 5:12,3/28/2015,5:12:00,5,2.02E+11,200 BLOCK N 58TH ST,400,Aggravated Assault,15,2015-03,-75.236205,39.964652,19139
26,1,10/8/2015 16:41,10/8/2015,16:41:00,16,2.02E+11,2100 BLOCK N DELHI ST,700,Recovered Stolen Motor Vehicle,19,2015-10,-75.148949,39.983748,19122
8,1,7/12/2015 3:09,7/12/2015,3:09:00,3,2.02E+11,8000 BLOCK DITMAN ST,2100,Driving Under The Influence,7,2015-07,-75.025393,40.036469,19136
8,2,8/19/2015 10:24,8/19/2015,10:24:00,10,2.02E+11,4200 BLOCK LACKLAND TER,600,Thefts,7,2015-08,-74.983725,40.062343,19114
24,2,3/24/2015 19:45,3/24/2015,19:45:00,19,2.02E+11,2900 BLOCK ROSEHILL ST,1800,Narcotic / Drug Law Violations,17,2015-03,-75.124964,39.993339,19134
25,2,10/14/2015 0:53,10/14/2015,0:53:00,0,2.02E+11,4700 BLOCK TAMPA ST,700,Recovered Stolen Motor Vehicle,18,2015-10,-75.111786,40.02156,19120
2,2,11/5/2015 13:11,11/5/2015,13:11:00,13,2.02E+11,6600 BLOCK RISING SUN AVE,1800,Narcotic / Drug Law Violations,2,2015-11,-75.093127,40.052206,19111
35,1,7/28/2015 23:44,7/28/2015,23:44:00,23,2.02E+11,100 BLOCK E CHAMPLOST AVE,2100,Driving Under The Influence,20,2015-07,-75.119184,40.041258,19120
35,1,5/3/2015 8:52,5/3/2015,8:52:00,8,2.02E+11,6500 BLOCK N 11TH ST,600,Thefts,20,2015-05,-75.13686,40.051979,19126
26,3,1/7/2015 21:03,1/7/2015,21:03:00,21,2.02E+11,1800 BLOCK E HAROLD ST,1600,Prostitution and Commercialized Vice,19,2015-01,-75.126905,39.98901,19125
19,1,10/27/2015 11:00,10/27/2015,11:00:00,11,2.02E+11,6500 BLOCK LANSDOWNE AVE,1400,Vandalism/Criminal Mischief,15,2015-10,-75.251883,39.974594,19151
17,2,7/2/2015 11:10,7/2/2015,11:10:00,11,2.02E+11,1400 BLOCK S 28TH ST,700,Recovered Stolen Motor Vehicle,13,2015-07,-75.190805,39.935852,19146
16,2,6/21/2015 0:57,6/21/2015,0:57:00,0,2.02E+11,4100 BLOCK OGDEN ST,400,Aggravated Assault,12,2015-06,-75.206427,39.969125,19104
22,2,5/3/2015 16:05,5/3/2015,16:05:00,16,2.02E+11,2400 BLOCK N PATTON ST,1400,Vandalism/Criminal Mischief,16,2015-05,-75.183772,39.99346,19132
3,1,5/23/2015 12:58,5/23/2015,12:58:00,12,2.02E+11,900 BLOCK CARPENTER ST,600,Thefts,3,2015-05,-75.159068,39.937796,19147
19,2,9/18/2015 7:07,9/18/2015,7:07:00,7,2.02E+11,1400 BLOCK N 52ND ST,600,Thefts,15,2015-09,-75.226669,39.976182,19131
18,3,2/26/2015 18:05,2/26/2015,18:05:00,18,2.02E+11,4800 BLOCK LARCHWOOD AVE,1100,Fraud,14,2015-02,-75.220325,39.951208,19143
26,3,5/17/2015 11:12,5/17/2015,11:12:00,11,2.02E+11,1000 BLOCK N DELAWARE AVE,300,Robbery,19,2015-05,-75.134133,39.964607,19123
39,1,6/14/2015 12:26,6/14/2015,12:26:00,12,2.02E+11,4600 BLOCK PULASKI AV,1400,Vandalism/Criminal Mischief,21,2015-06,-75.166113,40.022257,19144
15,2,12/22/2015 10:38,12/22/2015,10:38:00,10,2.02E+11,5800 BLOCK HORROCKS ST,1400,Vandalism/Criminal Mischief,11,2015-12,-75.080321,40.030072,19149
7,3,7/13/2015 11:20,7/13/2015,11:20:00,11,2.02E+11,200 BLOCK LOCKART TER,1100,Fraud,6,2015-07,-75.03894,40.116871,19116
22,4,1/20/2015 14:01,1/20/2015,14:01:00,14,2.02E+11,1200 BLOCK N TAYLOR ST,1400,Vandalism/Criminal Mischief,16,2015-01,-75.176494,39.974527,19121
39,1,7/20/2015 3:15,7/20/2015,3:15:00,3,2.02E+11,4800 BLOCK GREENE ST,700,Recovered Stolen Motor Vehicle,21,2015-07,-75.162999,40.0259,19144
9,1,5/7/2015 15:56,5/7/2015,15:56:00,15,2.02E+11,1600 BLOCK WALNUT ST,600,Thefts,8,2015-05,-75.167877,39.949841,19102
39,3,5/13/2015 16:43,5/13/2015,16:43:00,16,2.02E+11,2700 BLOCK N BONSALL ST,1100,Fraud,21,2015-05,-75.169587,39.996837,19132
14,4,3/8/2015 12:06,3/8/2015,12:06:00,12,2.02E+11,2800 BLOCK W CHELTENHAM AV,1400,Vandalism/Criminal Mischief,10,2015-03,-75.163556,40.077011,19150
26,1,5/11/2015 15:58,5/11/2015,15:58:00,15,2.02E+11,700 BLOCK W HUNTINGDON ST,1100,Fraud,19,2015-05,-75.14464,39.991078,19133
3,3,8/3/2015 17:01,8/3/2015,17:01:00,17,2.02E+11,1100 BLOCK PORTER ST,700,Recovered Stolen Motor Vehicle,3,2015-08,-75.166763,39.918843,19148
25,4,11/21/2015 12:05,11/21/2015,12:05:00,12,2.02E+11,1300 BLOCK W GLENWOOD AVE,300,Robbery,18,2015-11,-75.151515,39.997655,19133
14,3,8/8/2015 15:05,8/8/2015,15:05:00,15,2.02E+11,6700 BLOCK GERMANTOWN AVE 1,1400,Vandalism/Criminal Mischief,10,2015-08,-75.186742,40.054314,19119
35,2,2/4/2015 12:55,2/4/2015,12:55:00,12,2.02E+11,N FRONT ST / W ASHDALE ST,700,Thefts,20,2015-02,-75.12303,40.027702,19120
7,3,6/1/2015 10:52,6/1/2015,10:52:00,10,2.02E+11,13500 BLOCK PHILMONT AV,1400,Vandalism/Criminal Mischief,6,2015-06,-75.015016,40.130856,19116
3,1,7/31/2015 11:31,7/31/2015,11:31:00,11,2.02E+11,500 BLOCK S 02ND ST,2400,Disorderly Conduct,3,2015-07,-75.145673,39.942037,19147
25,4,8/14/2015 18:33,8/14/2015,18:33:00,18,2.02E+11,900 BLOCK W WESTMORELAND ST,2100,Driving Under The Influence,18,2015-08,-75.144163,40.00212,19140
9,2,4/23/2015 9:43,4/23/2015,9:43:00,9,2.02E+11,1700 BLOCK MARKET ST,600,Thefts,8,2015-04,-75.168484,39.953032,19103
18,2,8/25/2015 1:04,8/25/2015,1:04:00,1,2.02E+11,5300 BLOCK WEBSTER ST,1400,Vandalism/Criminal Mischief,14,2015-08,-75.230677,39.948661,19143
22,3,12/20/2015 20:47,12/20/2015,20:47:00,20,2.02E+11,1500 BLOCK N BROAD ST,600,Thefts,16,2015-12,-75.158465,39.975896,19122
7,1,5/27/2015 15:49,5/27/2015,15:49:00,15,2.02E+11,8300 BLOCK ALGON AVE,1100,Fraud,6,2015-05,-75.057565,40.071512,19152
19,3,3/14/2015 1:11,3/14/2015,1:11:00,1,2.02E+11,5500 BLOCK W OXFORD ST,600,Thefts,15,2015-03,-75.233708,39.979701,19131
39,1,11/29/2015 15:35,11/29/2015,15:35:00,15,2.02E+11,0 BLOCK WYNEVA ST,400,Aggravated Assault,21,2015-11,-75.162081,40.026392,19144
24,2,2/24/2015 17:18,2/24/2015,17:18:00,17,2.02E+11,500 BLOCK HART LN,2400,Disorderly Conduct,17,2015-02,-75.122219,39.992877,19134
14,1,11/6/2015 18:08,11/6/2015,18:08:00,18,2.02E+11,900 BLOCK E HORTTER ST,1100,Fraud,10,2015-11,-75.17195,40.06355,19150
19,2,12/3/2015 22:38,12/3/2015,22:38:00,22,2.02E+11,300 BLOCK N SALFORD ST,300,Robbery,15,2015-12,-75.239062,39.966729,19139
35,3,2/8/2015 11:02,2/8/2015,11:02:00,11,2.02E+11,4500 BLOCK STENTON AVE,500,Burglary,20,2015-02,-75.159475,40.023954,19144
2,1,9/22/2015 17:09,9/22/2015,17:09:00,17,2.02E+11,6300 BLOCK CASTOR AVE,600,Thefts,2,2015-09,-75.077591,40.039339,19149
22,3,1/6/2015 9:37,1/6/2015,9:37:00,9,2.02E+11,1400 BLOCK N 15TH ST,500,Burglary,16,2015-01,-75.160288,39.975287,19121
25,2,12/30/2015 19:22,12/30/2015,19:22:00,19,2.02E+11,200 BLOCK E ELEANOR ST,300,Robbery,18,2015-12,-75.120296,40.02338,19120
25,3,6/10/2015 17:39,6/10/2015,17:39:00,17,2.02E+11,400 BLOCK W GLENWOOD AV,700,Recovered Stolen Motor Vehicle,18,2015-06,-75.135496,40.003717,19140
25,2,7/3/2015 12:55,7/3/2015,12:55:00,12,2.02E+11,4200 BLOCK WHITAKER AV,1400,Vandalism/Criminal Mischief,18,2015-07,-75.119063,40.013639,19124
14,3,12/1/2015 13:26,12/1/2015,13:26:00,13,2.02E+11,6100 BLOCK WAYNE AV,1400,Vandalism/Criminal Mischief,10,2015-12,-75.184425,40.034894,19144
15,1,6/14/2015 16:55,6/14/2015,16:55:00,16,2.02E+11,4000 BLOCK TORRESDALE AVE,600,Thefts,11,2015-06,-75.091777,40.005977,19124
15,2,8/21/2015 19:42,8/21/2015,19:42:00,19,2.02E+11,VANDIKE ST / DEVEREAUX AVE,300,Robbery,11,2015-08,-75.055262,40.019023,19135
26,3,6/1/2015 20:53,6/1/2015,20:53:00,20,2.02E+11,2500 BLOCK KENSINGTON AV,1400,Vandalism/Criminal Mischief,19,2015-06,-75.127715,39.98856,19125
19,3,8/4/2015 18:40,8/4/2015,18:40:00,18,2.02E+11,5600 BLOCK W BERKS ST,1400,Vandalism/Criminal Mischief,15,2015-08,-75.235079,39.985282,19131
22,3,7/7/2015 3:34,7/7/2015,3:34:00,3,2.02E+11,1100 BLOCK POPLAR ST,1800,Narcotic / Drug Law Violations,16,2015-07,-75.154558,39.968986,19123
6,3,7/18/2015 7:23,7/18/2015,7:23:00,7,2.02E+11,S BROAD ST / CHESTNUT ST,300,Robbery,5,2015-07,-75.164013,39.950886,19102
25,3,7/3/2015 23:41,7/3/2015,23:41:00,23,2.02E+11,600 BLOCK E TIOGA ST,700,Recovered Stolen Motor Vehicle,18,2015-07,-75.118009,40.001803,19134
18,1,8/17/2015 11:57,8/17/2015,11:57:00,11,2.02E+11,6100 BLOCK CHANCELLOR ST,600,Thefts,14,2015-08,-75.244663,39.958677,19139
24,2,7/11/2015 22:40,7/11/2015,22:40:00,22,2.02E+11,2800 BLOCK JASPER ST,700,Recovered Stolen Motor Vehicle,17,2015-07,-75.121558,39.990346,19134
15,2,7/21/2015 12:22,7/21/2015,12:22:00,12,2.02E+11,2000 BLOCK LARDNER ST,1400,Vandalism/Criminal Mischief,11,2015-07,-75.071602,40.031294,19149
14,4,6/29/2015 11:15,6/29/2015,11:15:00,11,2.02E+11,300 BLOCK ROUMFORT RD,100,Homicide,10,2015-06,-75.190852,40.06733,19119
16,2,5/22/2015 17:24,5/22/2015,17:24:00,17,2.02E+11,800 BLOCK N 48TH ST,300,Robbery,12,2015-05,-75.216719,39.966376,19139
18,1,4/25/2015 18:37,4/25/2015,18:37:00,18,2.02E+11,5700 BLOCK DELANCEY ST,300,Robbery,14,2015-04,-75.236184,39.955258,19143
25,3,5/7/2015 18:59,5/7/2015,18:59:00,18,2.02E+11,2800 BLOCK HOPE ST,1800,Narcotic / Drug Law Violations,18,2015-05,-75.131119,39.992723,19133
16,2,4/20/2015 11:16,4/20/2015,11:16:00,11,2.02E+11,200 BLOCK N PAXON ST,400,Aggravated Assault,12,2015-04,-75.223045,39.964138,19139
14,4,12/15/2015 12:43,12/15/2015,12:43:00,12,2.02E+11,7900 BLOCK STENTON AVE,500,Burglary,10,2015-12,-75.193624,40.075659,19118
3,3,10/17/2015 22:37,10/17/2015,22:37:00,22,2.02E+11,S BROAD ST / ELLSWORTH ST,1500,Weapon Violations,3,2015-10,-75.167085,39.936752,19146
7,2,11/6/2015 17:49,11/6/2015,17:49:00,17,2.02E+11,9300 BLOCK NEIL RD,600,Thefts,6,2015-11,-75.043762,40.084696,19115
18,3,9/7/2015 16:16,9/7/2015,16:16:00,16,2.02E+11,4700 BLOCK BALTIMORE AVE,700,Recovered Stolen Motor Vehicle,14,2015-09,-75.217876,39.948495,19143
22,4,7/7/2015 11:54,7/7/2015,11:54:00,11,2.02E+11,2700 BLOCK W CABOT ST,700,Recovered Stolen Motor Vehicle,16,2015-07,-75.180182,39.975651,19121
2,3,9/18/2015 14:08,9/18/2015,14:08:00,14,2.02E+11,7400 BLOCK BUSTLETON AVE,600,Thefts,2,2015-09,-75.058137,40.049908,19152
17,3,9/28/2015 21:49,9/28/2015,21:49:00,21,2.02E+11,1400 BLOCK S 21ST ST,400,Aggravated Assault,13,2015-09,-75.179437,39.934002,19146
15,3,10/6/2015 8:08,10/6/2015,8:08:00,8,2.02E+11,2900 BLOCK DISSTON ST,700,Recovered Stolen Motor Vehicle,11,2015-10,-75.055553,40.037626,19149
26,3,10/16/2015 14:15,10/16/2015,14:15:00,14,2.02E+11,2200 BLOCK FRANKFORD AVE,600,Thefts,19,2015-10,-75.128741,39.980265,19125
26,2,5/20/2015 14:17,5/20/2015,14:17:00,14,2.02E+11,1900 BLOCK N FRONT ST,400,Aggravated Assault,19,2015-05,-75.133557,39.978703,19122
16,2,9/12/2015 2:51,9/12/2015,2:51:00,2,2.02E+11,100 BLOCK N 50TH ST,1400,Vandalism/Criminal Mischief,12,2015-09,-75.220445,39.961533,19139
22,1,6/25/2015 14:33,6/25/2015,14:33:00,14,2.02E+11,2500 BLOCK N BROAD ST,600,Thefts,16,2015-06,-75.155079,39.992027,19132
24,1,12/31/2015 10:40,12/31/2015,10:40:00,10,2.02E+11,1000 BLOCK E BRISTOL ST,600,Thefts,17,2015-12,-75.107747,40.013101,19124
26,3,4/1/2015 10:59,4/1/2015,10:59:00,11,2.02E+11,2500 BLOCK ARAMINGO AVE,2100,Driving Under The Influence,19,2015-04,-75.119783,39.976468,19125
18,3,6/19/2015 13:50,6/19/2015,13:50:00,13,2.02E+11,4600 BLOCK CHESTNUT ST,600,Thefts,14,2015-06,-75.215316,39.957259,19139
2,2,11/30/2015 12:13,11/30/2015,12:13:00,12,2.02E+11,1000 BLOCK LONGSHORE AV,700,Recovered Stolen Motor Vehicle,2,2015-11,-75.080422,40.050573,19111
2,3,8/13/2015 6:02,8/13/2015,6:02:00,6,2.02E+11,900 BLOCK FRIENDSHIP ST,700,Thefts,2,2015-08,-75.078793,40.054544,19111
24,1,1/30/2015 13:27,1/30/2015,13:27:00,13,2.02E+11,2000 BLOCK ALBRIGHT ST,600,Thefts,17,2015-01,-75.098641,39.998314,19134
19,3,12/24/2015 5:33,12/24/2015,5:33:00,5,2.02E+11,6400 BLOCK MORRIS PARK RD,700,Thefts,15,2015-12,-75.23583,39.991149,19131
8,3,7/26/2015 11:57,7/26/2015,11:57:00,11,2.02E+11,3600 BLOCK ACADEMY RD,300,Robbery,7,2015-07,-74.968421,40.094412,19154
19,2,1/24/2015 8:25,1/24/2015,8:25:00,8,2.02E+11,0 BLOCK N CONESTOGA ST,700,Thefts,15,2015-01,-75.229521,39.962016,19139
22,2,5/13/2015 21:37,5/13/2015,21:37:00,21,2.02E+11,2400 BLOCK DIAMOND ST,1400,Vandalism/Criminal Mischief,16,2015-05,-75.172852,39.986873,19121
9,1,1/5/2015 10:34,1/5/2015,10:34:00,10,2.02E+11,300 BLOCK S 25TH STREET,700,Recovered Stolen Motor Vehicle,8,2015-01,-75.18119,39.949006,19103
15,2,11/28/2015 10:06,11/28/2015,10:06:00,10,2.02E+11,6500 BLOCK FRANKFORD AVE,600,Thefts,11,2015-11,-75.055718,40.029867,19149
25,2,4/20/2015 20:54,4/20/2015,20:54:00,20,2.02E+11,200 BLOCK E ROCKLAND ST,700,Recovered Stolen Motor Vehicle,18,2015-04,-75.120355,40.024248,19120
14,2,11/7/2015 12:22,11/7/2015,12:22:00,12,2.02E+11,300 BLOCK E WALNUT LN,1400,Vandalism/Criminal Mischief,10,2015-11,-75.174179,40.045273,19144
22,3,6/7/2015 14:48,6/7/2015,14:48:00,14,2.02E+11,N 15TH ST / W FLORA ST,600,Thefts,16,2015-06,-75.161039,39.972115,19130
19,2,1/25/2015 2:24,1/25/2015,2:24:00,2,2.02E+11,0 BLOCK N 52ND ST,2100,Driving Under The Influence,15,2015-01,-75.224894,39.960171,19139
8,1,7/29/2015 16:13,7/29/2015,16:13:00,16,2.02E+11,2700 BLOCK MOWER ST,600,Thefts,7,2015-07,-75.031232,40.0597,19152
15,1,8/30/2015 1:08,8/30/2015,1:08:00,1,2.02E+11,1500 BLOCK SELLERS ST,500,Burglary,11,2015-08,-75.087046,40.01431,19124
22,3,4/30/2015 18:19,4/30/2015,18:19:00,18,2.02E+11,1800 BLOCK GINNODO ST,700,Recovered Stolen Motor Vehicle,8,2015-04,-75.167655,39.971198,19130
18,3,9/20/2015 23:00,9/20/2015,23:00:00,23,2.02E+11,3900 BLOCK LUDLOW ST,600,Thefts,14,2015-09,-75.199865,39.956056,19104
8,2,10/14/2015 11:13,10/14/2015,11:13:00,11,2.02E+11,9700 BLOCK E ROOSEVELT BLVD,600,Thefts,7,2015-10,-75.022166,40.087104,19114
15,1,10/24/2015 16:14,10/24/2015,16:14:00,16,2.02E+11,4600 BLOCK FRANKFORD AV,600,Thefts,11,2015-10,-75.084973,40.015458,19124
